inst#,actual,predicted,error,distribution,
622,1:normal.,1:normal.,,*1,0
623,1:normal.,1:normal.,,*0.994,0.006
624,1:normal.,1:normal.,,*0.994,0.006
625,1:normal.,1:normal.,,*0.991,0.009
626,1:normal.,1:normal.,,*0.99,0.01
627,1:normal.,1:normal.,,*1,0
628,1:normal.,1:normal.,,*0.994,0.006
629,1:normal.,1:normal.,,*1,0
630,1:normal.,1:normal.,,*0.992,0.008
631,1:normal.,1:normal.,,*1,0
632,1:normal.,1:normal.,,*0.992,0.008
633,1:normal.,1:normal.,,*1,0
634,1:normal.,1:normal.,,*0.992,0.008
635,1:normal.,1:normal.,,*1,0
636,1:normal.,1:normal.,,*1,0
637,1:normal.,1:normal.,,*0.991,0.009
638,1:normal.,1:normal.,,*0.991,0.009
639,1:normal.,1:normal.,,*1,0
640,1:normal.,1:normal.,,*1,0
641,1:normal.,1:normal.,,*0.995,0.005
642,1:normal.,1:normal.,,*1,0
643,1:normal.,1:normal.,,*0.994,0.006
644,1:normal.,1:normal.,,*1,0
645,1:normal.,1:normal.,,*1,0
646,1:normal.,1:normal.,,*1,0
647,1:normal.,1:normal.,,*0.992,0.008
648,1:normal.,1:normal.,,*0.995,0.005
649,1:normal.,1:normal.,,*0.99,0.01
650,1:normal.,1:normal.,,*1,0
651,1:normal.,1:normal.,,*0.99,0.01
652,1:normal.,1:normal.,,*0.994,0.006
653,1:normal.,1:normal.,,*0.991,0.009
654,1:normal.,1:normal.,,*1,0
655,1:normal.,1:normal.,,*0.999,0.001
656,1:normal.,1:normal.,,*0.998,0.002
657,1:normal.,1:normal.,,*0.99,0.01
658,1:normal.,1:normal.,,*1,0
659,1:normal.,1:normal.,,*0.981,0.019
660,1:normal.,1:normal.,,*0.99,0.01
661,1:normal.,1:normal.,,*0.99,0.01
662,1:normal.,1:normal.,,*1,0
663,1:normal.,1:normal.,,*0.981,0.019
664,1:normal.,1:normal.,,*1,0
665,1:normal.,1:normal.,,*1,0
666,1:normal.,1:normal.,,*1,0
667,1:normal.,1:normal.,,*1,0
668,1:normal.,1:normal.,,*0.991,0.009
669,1:normal.,1:normal.,,*0.992,0.008
670,1:normal.,1:normal.,,*0.989,0.011
671,1:normal.,1:normal.,,*0.99,0.01
672,1:normal.,1:normal.,,*0.99,0.01
673,1:normal.,1:normal.,,*0.992,0.008
674,1:normal.,1:normal.,,*0.992,0.008
675,1:normal.,1:normal.,,*1,0
676,1:normal.,1:normal.,,*1,0
677,1:normal.,1:normal.,,*0.999,0.001
678,1:normal.,1:normal.,,*0.991,0.009
679,1:normal.,1:normal.,,*0.99,0.01
680,1:normal.,1:normal.,,*0.992,0.008
681,1:normal.,1:normal.,,*1,0
682,1:normal.,1:normal.,,*0.992,0.008
683,1:normal.,1:normal.,,*1,0
684,1:normal.,1:normal.,,*0.993,0.007
685,1:normal.,1:normal.,,*0.573,0.427
686,1:normal.,1:normal.,,*0.991,0.009
687,1:normal.,1:normal.,,*0.99,0.01
688,1:normal.,1:normal.,,*0.991,0.009
689,1:normal.,1:normal.,,*1,0
690,1:normal.,1:normal.,,*0.992,0.008
691,1:normal.,1:normal.,,*1,0
692,1:normal.,1:normal.,,*1,0
693,1:normal.,1:normal.,,*0.992,0.008
694,1:normal.,1:normal.,,*0.992,0.008
695,1:normal.,1:normal.,,*0.99,0.01
696,1:normal.,1:normal.,,*1,0
697,1:normal.,1:normal.,,*1,0
698,1:normal.,1:normal.,,*0.99,0.01
699,1:normal.,1:normal.,,*1,0
700,1:normal.,1:normal.,,*0.991,0.009
701,1:normal.,1:normal.,,*1,0
702,1:normal.,1:normal.,,*0.989,0.011
703,1:normal.,1:normal.,,*1,0
704,1:normal.,1:normal.,,*0.991,0.009
705,1:normal.,1:normal.,,*1,0
706,1:normal.,1:normal.,,*0.99,0.01
707,1:normal.,1:normal.,,*1,0
708,1:normal.,1:normal.,,*0.991,0.009
709,1:normal.,1:normal.,,*1,0
710,1:normal.,1:normal.,,*1,0
711,1:normal.,1:normal.,,*0.991,0.009
712,1:normal.,1:normal.,,*0.99,0.01
713,1:normal.,1:normal.,,*0.993,0.007
714,1:normal.,1:normal.,,*0.991,0.009
715,1:normal.,1:normal.,,*0.991,0.009
716,1:normal.,1:normal.,,*0.992,0.008
717,1:normal.,1:normal.,,*1,0
718,1:normal.,1:normal.,,*0.992,0.008
719,1:normal.,1:normal.,,*0.991,0.009
720,1:normal.,1:normal.,,*0.99,0.01
721,1:normal.,1:normal.,,*1,0
722,1:normal.,1:normal.,,*1,0
723,1:normal.,1:normal.,,*0.992,0.008
724,1:normal.,1:normal.,,*1,0
725,1:normal.,1:normal.,,*1,0
726,1:normal.,1:normal.,,*0.993,0.007
727,1:normal.,1:normal.,,*1,0
728,1:normal.,1:normal.,,*0.991,0.009
729,1:normal.,1:normal.,,*0.99,0.01
730,1:normal.,1:normal.,,*1,0
731,1:normal.,1:normal.,,*0.992,0.008
732,1:normal.,1:normal.,,*0.991,0.009
733,1:normal.,1:normal.,,*0.991,0.009
734,1:normal.,1:normal.,,*0.992,0.008
735,1:normal.,1:normal.,,*0.99,0.01
736,1:normal.,1:normal.,,*0.99,0.01
737,1:normal.,1:normal.,,*0.99,0.01
738,1:normal.,1:normal.,,*1,0
739,1:normal.,1:normal.,,*1,0
740,1:normal.,1:normal.,,*0.991,0.009
741,1:normal.,1:normal.,,*0.999,0.001
742,1:normal.,1:normal.,,*0.99,0.01
743,1:normal.,1:normal.,,*1,0
744,1:normal.,1:normal.,,*1,0
745,1:normal.,1:normal.,,*1,0
746,1:normal.,1:normal.,,*1,0
747,1:normal.,1:normal.,,*0.991,0.009
748,1:normal.,1:normal.,,*1,0
749,1:normal.,1:normal.,,*0.989,0.011
750,1:normal.,1:normal.,,*0.99,0.01
751,1:normal.,1:normal.,,*1,0
752,1:normal.,1:normal.,,*1,0
753,1:normal.,1:normal.,,*1,0
754,1:normal.,1:normal.,,*1,0
755,1:normal.,1:normal.,,*1,0
756,1:normal.,1:normal.,,*1,0
757,1:normal.,1:normal.,,*1,0
758,1:normal.,1:normal.,,*0.991,0.009
759,1:normal.,1:normal.,,*1,0
760,1:normal.,1:normal.,,*0.992,0.008
761,1:normal.,1:normal.,,*0.991,0.009
762,1:normal.,1:normal.,,*0.999,0.001
763,1:normal.,1:normal.,,*0.991,0.009
764,1:normal.,1:normal.,,*1,0
765,1:normal.,1:normal.,,*0.997,0.003
766,1:normal.,1:normal.,,*1,0
767,1:normal.,1:normal.,,*0.99,0.01
768,1:normal.,1:normal.,,*1,0
769,1:normal.,1:normal.,,*1,0
770,1:normal.,1:normal.,,*1,0
771,1:normal.,1:normal.,,*0.603,0.397
772,1:normal.,1:normal.,,*0.992,0.008
773,1:normal.,1:normal.,,*0.99,0.01
774,1:normal.,1:normal.,,*0.991,0.009
775,1:normal.,1:normal.,,*1,0
776,1:normal.,1:normal.,,*1,0
777,1:normal.,1:normal.,,*1,0
778,1:normal.,1:normal.,,*0.992,0.008
779,1:normal.,1:normal.,,*0.991,0.009
780,1:normal.,1:normal.,,*0.99,0.01
781,1:normal.,1:normal.,,*0.993,0.007
782,1:normal.,1:normal.,,*1,0
783,1:normal.,1:normal.,,*0.99,0.01
784,1:normal.,1:normal.,,*1,0
785,1:normal.,1:normal.,,*1,0
786,1:normal.,1:normal.,,*0.991,0.009
787,1:normal.,1:normal.,,*1,0
788,1:normal.,1:normal.,,*1,0
789,1:normal.,1:normal.,,*0.992,0.008
790,1:normal.,1:normal.,,*1,0
791,1:normal.,1:normal.,,*0.999,0.001
792,1:normal.,1:normal.,,*1,0
793,1:normal.,1:normal.,,*0.991,0.009
794,1:normal.,1:normal.,,*1,0
795,1:normal.,1:normal.,,*1,0
796,1:normal.,1:normal.,,*0.991,0.009
797,1:normal.,1:normal.,,*1,0
798,1:normal.,1:normal.,,*1,0
799,1:normal.,1:normal.,,*0.573,0.427
800,1:normal.,1:normal.,,*1,0
801,1:normal.,1:normal.,,*0.991,0.009
802,1:normal.,1:normal.,,*0.992,0.008
803,1:normal.,1:normal.,,*1,0
804,1:normal.,1:normal.,,*0.992,0.008
805,1:normal.,1:normal.,,*0.99,0.01
806,1:normal.,1:normal.,,*0.996,0.004
807,1:normal.,1:normal.,,*1,0
808,1:normal.,1:normal.,,*0.99,0.01
809,1:normal.,1:normal.,,*0.991,0.009
810,1:normal.,1:normal.,,*0.992,0.008
811,1:normal.,1:normal.,,*0.99,0.01
812,1:normal.,1:normal.,,*1,0
813,1:normal.,1:normal.,,*0.999,0.001
814,1:normal.,1:normal.,,*0.991,0.009
815,1:normal.,1:normal.,,*1,0
816,1:normal.,1:normal.,,*1,0
817,1:normal.,1:normal.,,*1,0
818,1:normal.,1:normal.,,*1,0
819,1:normal.,1:normal.,,*0.999,0.001
820,1:normal.,1:normal.,,*0.992,0.008
821,1:normal.,1:normal.,,*1,0
822,1:normal.,1:normal.,,*1,0
823,1:normal.,1:normal.,,*1,0
824,1:normal.,1:normal.,,*0.991,0.009
825,1:normal.,1:normal.,,*1,0
826,1:normal.,1:normal.,,*0.989,0.011
827,1:normal.,1:normal.,,*1,0
828,1:normal.,1:normal.,,*1,0
829,1:normal.,1:normal.,,*0.998,0.002
830,1:normal.,1:normal.,,*0.99,0.01
831,1:normal.,1:normal.,,*0.994,0.006
832,1:normal.,1:normal.,,*0.99,0.01
833,1:normal.,1:normal.,,*1,0
834,1:normal.,1:normal.,,*1,0
835,1:normal.,1:normal.,,*0.993,0.007
836,1:normal.,1:normal.,,*0.992,0.008
837,1:normal.,1:normal.,,*0.992,0.008
838,1:normal.,1:normal.,,*0.992,0.008
839,1:normal.,1:normal.,,*0.99,0.01
840,1:normal.,1:normal.,,*0.999,0.001
841,1:normal.,1:normal.,,*0.991,0.009
842,1:normal.,1:normal.,,*1,0
843,1:normal.,1:normal.,,*0.997,0.003
844,1:normal.,1:normal.,,*0.998,0.002
845,1:normal.,1:normal.,,*0.99,0.01
846,1:normal.,1:normal.,,*1,0
847,1:normal.,1:normal.,,*0.99,0.01
848,1:normal.,1:normal.,,*1,0
849,1:normal.,1:normal.,,*1,0
850,1:normal.,1:normal.,,*0.999,0.001
851,1:normal.,1:normal.,,*1,0
852,1:normal.,1:normal.,,*0.993,0.007
853,1:normal.,1:normal.,,*1,0
854,1:normal.,1:normal.,,*1,0
855,1:normal.,1:normal.,,*0.991,0.009
856,1:normal.,1:normal.,,*1,0
857,1:normal.,1:normal.,,*1,0
858,1:normal.,1:normal.,,*0.991,0.009
859,1:normal.,1:normal.,,*0.991,0.009
860,1:normal.,1:normal.,,*0.992,0.008
861,1:normal.,1:normal.,,*1,0
862,1:normal.,1:normal.,,*0.991,0.009
863,1:normal.,1:normal.,,*0.994,0.006
864,1:normal.,1:normal.,,*0.991,0.009
865,1:normal.,1:normal.,,*0.992,0.008
866,1:normal.,1:normal.,,*0.991,0.009
867,1:normal.,1:normal.,,*1,0
868,1:normal.,1:normal.,,*1,0
869,1:normal.,1:normal.,,*1,0
870,1:normal.,1:normal.,,*0.991,0.009
871,1:normal.,1:normal.,,*0.99,0.01
872,1:normal.,1:normal.,,*0.993,0.007
873,1:normal.,1:normal.,,*0.992,0.008
874,1:normal.,1:normal.,,*0.991,0.009
875,1:normal.,1:normal.,,*1,0
876,1:normal.,1:normal.,,*0.99,0.01
877,1:normal.,1:normal.,,*0.995,0.005
878,1:normal.,1:normal.,,*0.991,0.009
879,1:normal.,1:normal.,,*0.99,0.01
880,1:normal.,1:normal.,,*1,0
881,1:normal.,1:normal.,,*0.992,0.008
882,1:normal.,1:normal.,,*0.99,0.01
883,1:normal.,1:normal.,,*0.99,0.01
884,1:normal.,1:normal.,,*0.991,0.009
885,1:normal.,1:normal.,,*1,0
886,1:normal.,1:normal.,,*1,0
887,1:normal.,1:normal.,,*1,0
888,1:normal.,1:normal.,,*0.993,0.007
889,1:normal.,1:normal.,,*1,0
890,1:normal.,1:normal.,,*0.99,0.01
891,1:normal.,1:normal.,,*0.992,0.008
892,1:normal.,1:normal.,,*1,0
893,1:normal.,1:normal.,,*1,0
894,1:normal.,1:normal.,,*0.99,0.01
895,1:normal.,1:normal.,,*0.99,0.01
896,1:normal.,1:normal.,,*1,0
897,1:normal.,1:normal.,,*0.991,0.009
898,1:normal.,1:normal.,,*0.991,0.009
899,1:normal.,1:normal.,,*0.992,0.008
900,1:normal.,1:normal.,,*0.998,0.002
901,1:normal.,1:normal.,,*1,0
902,1:normal.,1:normal.,,*1,0
903,1:normal.,1:normal.,,*1,0
904,1:normal.,1:normal.,,*1,0
905,1:normal.,1:normal.,,*0.992,0.008
906,1:normal.,1:normal.,,*0.992,0.008
907,1:normal.,1:normal.,,*1,0
908,1:normal.,1:normal.,,*1,0
909,1:normal.,1:normal.,,*0.991,0.009
910,1:normal.,1:normal.,,*0.991,0.009
911,1:normal.,1:normal.,,*1,0
912,1:normal.,1:normal.,,*1,0
913,1:normal.,1:normal.,,*0.991,0.009
914,1:normal.,1:normal.,,*1,0
915,1:normal.,1:normal.,,*1,0
916,1:normal.,1:normal.,,*1,0
917,1:normal.,1:normal.,,*1,0
918,1:normal.,1:normal.,,*0.991,0.009
919,1:normal.,1:normal.,,*0.989,0.011
920,1:normal.,1:normal.,,*0.99,0.01
921,1:normal.,1:normal.,,*0.997,0.003
922,1:normal.,1:normal.,,*0.99,0.01
923,1:normal.,1:normal.,,*1,0
924,1:normal.,1:normal.,,*0.989,0.011
925,1:normal.,1:normal.,,*1,0
926,1:normal.,1:normal.,,*0.992,0.008
927,1:normal.,1:normal.,,*1,0
928,1:normal.,1:normal.,,*0.99,0.01
929,1:normal.,1:normal.,,*0.991,0.009
930,1:normal.,1:normal.,,*0.99,0.01
931,1:normal.,1:normal.,,*0.99,0.01
932,1:normal.,1:normal.,,*0.992,0.008
933,1:normal.,1:normal.,,*0.99,0.01
934,1:normal.,1:normal.,,*1,0
935,1:normal.,1:normal.,,*0.99,0.01
936,1:normal.,1:normal.,,*1,0
937,1:normal.,1:normal.,,*0.995,0.005
938,1:normal.,1:normal.,,*0.99,0.01
939,1:normal.,1:normal.,,*1,0
940,1:normal.,1:normal.,,*1,0
941,1:normal.,1:normal.,,*1,0
942,1:normal.,1:normal.,,*0.994,0.006
943,1:normal.,1:normal.,,*1,0
944,1:normal.,1:normal.,,*0.991,0.009
945,1:normal.,1:normal.,,*0.991,0.009
946,1:normal.,1:normal.,,*0.99,0.01
947,1:normal.,1:normal.,,*0.99,0.01
948,1:normal.,1:normal.,,*0.99,0.01
949,1:normal.,1:normal.,,*0.99,0.01
950,1:normal.,1:normal.,,*1,0
951,1:normal.,1:normal.,,*1,0
952,1:normal.,1:normal.,,*1,0
953,1:normal.,1:normal.,,*1,0
954,1:normal.,1:normal.,,*0.989,0.011
955,1:normal.,1:normal.,,*0.992,0.008
956,1:normal.,1:normal.,,*1,0
957,1:normal.,1:normal.,,*0.99,0.01
958,1:normal.,1:normal.,,*1,0
959,1:normal.,1:normal.,,*0.993,0.007
960,1:normal.,1:normal.,,*1,0
961,1:normal.,1:normal.,,*0.991,0.009
962,1:normal.,1:normal.,,*1,0
963,1:normal.,1:normal.,,*1,0
964,1:normal.,1:normal.,,*0.99,0.01
965,1:normal.,1:normal.,,*1,0
966,1:normal.,1:normal.,,*0.992,0.008
967,1:normal.,1:normal.,,*1,0
968,1:normal.,1:normal.,,*0.99,0.01
969,1:normal.,1:normal.,,*1,0
970,1:normal.,1:normal.,,*1,0
971,1:normal.,1:normal.,,*1,0
972,1:normal.,1:normal.,,*1,0
973,1:normal.,1:normal.,,*0.995,0.005
974,1:normal.,1:normal.,,*1,0
975,1:normal.,1:normal.,,*1,0
976,1:normal.,1:normal.,,*0.99,0.01
977,1:normal.,1:normal.,,*0.99,0.01
978,1:normal.,1:normal.,,*0.993,0.007
979,1:normal.,1:normal.,,*0.991,0.009
980,1:normal.,1:normal.,,*0.993,0.007
981,1:normal.,1:normal.,,*1,0
982,1:normal.,1:normal.,,*1,0
983,1:normal.,1:normal.,,*1,0
984,1:normal.,1:normal.,,*1,0
985,1:normal.,1:normal.,,*0.992,0.008
986,1:normal.,1:normal.,,*1,0
987,1:normal.,1:normal.,,*0.99,0.01
988,1:normal.,1:normal.,,*0.992,0.008
989,1:normal.,1:normal.,,*1,0
990,1:normal.,1:normal.,,*0.992,0.008
991,1:normal.,1:normal.,,*0.99,0.01
992,1:normal.,1:normal.,,*1,0
993,1:normal.,1:normal.,,*0.989,0.011
994,1:normal.,1:normal.,,*0.996,0.004
995,1:normal.,1:normal.,,*0.99,0.01
996,1:normal.,1:normal.,,*1,0
997,1:normal.,1:normal.,,*1,0
998,1:normal.,1:normal.,,*0.99,0.01
999,1:normal.,1:normal.,,*0.999,0.001
1000,1:normal.,1:normal.,,*1,0
1001,1:normal.,1:normal.,,*0.996,0.004
1002,1:normal.,1:normal.,,*1,0
1003,1:normal.,1:normal.,,*0.999,0.001
1004,1:normal.,1:normal.,,*0.991,0.009
1005,1:normal.,1:normal.,,*0.992,0.008
1006,1:normal.,1:normal.,,*0.992,0.008
1007,1:normal.,1:normal.,,*0.991,0.009
1008,1:normal.,1:normal.,,*0.991,0.009
1009,1:normal.,1:normal.,,*0.992,0.008
1010,1:normal.,1:normal.,,*1,0
1011,1:normal.,1:normal.,,*1,0
1012,1:normal.,1:normal.,,*0.99,0.01
1013,1:normal.,1:normal.,,*0.99,0.01
1014,1:normal.,1:normal.,,*0.989,0.011
1015,1:normal.,1:normal.,,*0.993,0.007
1016,1:normal.,1:normal.,,*1,0
1017,1:normal.,1:normal.,,*0.99,0.01
1018,1:normal.,1:normal.,,*0.997,0.003
1019,1:normal.,1:normal.,,*0.99,0.01
1020,1:normal.,1:normal.,,*0.99,0.01
1021,1:normal.,1:normal.,,*1,0
1022,1:normal.,1:normal.,,*0.991,0.009
1023,1:normal.,1:normal.,,*1,0
1024,1:normal.,1:normal.,,*0.992,0.008
1025,1:normal.,1:normal.,,*0.991,0.009
1026,1:normal.,1:normal.,,*1,0
1027,1:normal.,1:normal.,,*1,0
1028,1:normal.,1:normal.,,*1,0
1029,1:normal.,1:normal.,,*1,0
1030,1:normal.,1:normal.,,*1,0
1031,1:normal.,1:normal.,,*0.989,0.011
1032,1:normal.,1:normal.,,*0.991,0.009
1033,1:normal.,1:normal.,,*0.99,0.01
1034,1:normal.,1:normal.,,*1,0
1035,1:normal.,1:normal.,,*0.99,0.01
1036,1:normal.,1:normal.,,*1,0
1037,1:normal.,1:normal.,,*0.992,0.008
1038,1:normal.,1:normal.,,*1,0
1039,1:normal.,1:normal.,,*1,0
1040,1:normal.,1:normal.,,*1,0
1041,1:normal.,1:normal.,,*1,0
1042,1:normal.,1:normal.,,*1,0
1043,1:normal.,1:normal.,,*0.999,0.001
1044,1:normal.,1:normal.,,*0.573,0.427
1045,1:normal.,1:normal.,,*1,0
1046,1:normal.,1:normal.,,*0.99,0.01
1047,1:normal.,1:normal.,,*0.994,0.006
1048,1:normal.,1:normal.,,*0.989,0.011
1049,1:normal.,1:normal.,,*1,0
1050,1:normal.,1:normal.,,*1,0
1051,1:normal.,1:normal.,,*0.99,0.01
1052,1:normal.,1:normal.,,*0.993,0.007
1053,1:normal.,1:normal.,,*1,0
1054,1:normal.,1:normal.,,*0.991,0.009
1055,1:normal.,1:normal.,,*0.99,0.01
1056,1:normal.,1:normal.,,*0.993,0.007
1057,1:normal.,1:normal.,,*1,0
1058,1:normal.,1:normal.,,*1,0
1059,1:normal.,1:normal.,,*0.991,0.009
1060,1:normal.,1:normal.,,*0.994,0.006
1061,1:normal.,1:normal.,,*1,0
1062,1:normal.,1:normal.,,*0.999,0.001
1063,1:normal.,1:normal.,,*0.991,0.009
1064,1:normal.,1:normal.,,*1,0
1065,1:normal.,1:normal.,,*0.991,0.009
1066,1:normal.,1:normal.,,*0.992,0.008
1067,1:normal.,1:normal.,,*0.991,0.009
1068,1:normal.,1:normal.,,*0.991,0.009
1069,1:normal.,1:normal.,,*1,0
1070,1:normal.,1:normal.,,*0.998,0.002
1071,1:normal.,1:normal.,,*0.995,0.005
1072,1:normal.,1:normal.,,*0.992,0.008
1073,1:normal.,1:normal.,,*1,0
1074,1:normal.,1:normal.,,*0.994,0.006
1075,1:normal.,1:normal.,,*0.994,0.006
1076,1:normal.,1:normal.,,*0.991,0.009
1077,1:normal.,1:normal.,,*0.992,0.008
1078,1:normal.,1:normal.,,*1,0
1079,1:normal.,1:normal.,,*0.997,0.003
1080,1:normal.,1:normal.,,*0.994,0.006
1081,1:normal.,1:normal.,,*0.993,0.007
1082,1:normal.,1:normal.,,*1,0
1083,1:normal.,1:normal.,,*1,0
1084,1:normal.,1:normal.,,*1,0
1085,1:normal.,1:normal.,,*0.993,0.007
1086,1:normal.,1:normal.,,*1,0
1087,1:normal.,1:normal.,,*0.991,0.009
1088,1:normal.,1:normal.,,*0.99,0.01
1089,1:normal.,1:normal.,,*0.99,0.01
1090,1:normal.,1:normal.,,*1,0
1091,1:normal.,1:normal.,,*1,0
1092,1:normal.,1:normal.,,*1,0
1093,1:normal.,1:normal.,,*1,0
1094,1:normal.,1:normal.,,*0.99,0.01
1095,1:normal.,1:normal.,,*0.991,0.009
1096,1:normal.,1:normal.,,*0.991,0.009
1097,1:normal.,1:normal.,,*0.991,0.009
1098,1:normal.,1:normal.,,*0.99,0.01
1099,1:normal.,1:normal.,,*1,0
1100,1:normal.,1:normal.,,*0.993,0.007
1101,1:normal.,1:normal.,,*1,0
1102,1:normal.,1:normal.,,*0.991,0.009
1103,1:normal.,1:normal.,,*0.99,0.01
1104,1:normal.,1:normal.,,*0.991,0.009
1105,1:normal.,1:normal.,,*0.991,0.009
1106,1:normal.,1:normal.,,*0.994,0.006
1107,1:normal.,1:normal.,,*1,0
1108,1:normal.,1:normal.,,*0.994,0.006
1109,1:normal.,1:normal.,,*0.991,0.009
1110,1:normal.,1:normal.,,*0.998,0.002
1111,1:normal.,1:normal.,,*0.99,0.01
1112,1:normal.,1:normal.,,*1,0
1113,1:normal.,1:normal.,,*0.992,0.008
1114,1:normal.,1:normal.,,*1,0
1115,1:normal.,1:normal.,,*1,0
1116,1:normal.,1:normal.,,*0.991,0.009
1117,1:normal.,1:normal.,,*0.997,0.003
1118,1:normal.,1:normal.,,*1,0
1119,1:normal.,1:normal.,,*0.991,0.009
1120,1:normal.,1:normal.,,*1,0
1121,1:normal.,1:normal.,,*0.99,0.01
1122,1:normal.,1:normal.,,*1,0
1123,1:normal.,1:normal.,,*1,0
1124,1:normal.,1:normal.,,*1,0
1125,1:normal.,1:normal.,,*0.99,0.01
1126,1:normal.,1:normal.,,*1,0
1127,1:normal.,1:normal.,,*1,0
1128,1:normal.,1:normal.,,*0.99,0.01
1129,1:normal.,1:normal.,,*1,0
1130,1:normal.,1:normal.,,*0.99,0.01
1131,1:normal.,1:normal.,,*0.993,0.007
1132,1:normal.,1:normal.,,*1,0
1133,1:normal.,1:normal.,,*0.999,0.001
1134,1:normal.,1:normal.,,*0.99,0.01
1135,1:normal.,1:normal.,,*1,0
1136,1:normal.,1:normal.,,*0.991,0.009
1137,1:normal.,1:normal.,,*0.991,0.009
1138,1:normal.,1:normal.,,*0.99,0.01
1139,1:normal.,1:normal.,,*1,0
1140,1:normal.,1:normal.,,*0.99,0.01
1141,1:normal.,1:normal.,,*0.991,0.009
1142,1:normal.,1:normal.,,*0.99,0.01
1143,1:normal.,1:normal.,,*0.998,0.002
1144,1:normal.,1:normal.,,*0.991,0.009
1145,1:normal.,1:normal.,,*1,0
1146,1:normal.,1:normal.,,*0.99,0.01
1147,1:normal.,1:normal.,,*0.998,0.002
1148,1:normal.,1:normal.,,*0.99,0.01
1149,1:normal.,1:normal.,,*1,0
1150,1:normal.,1:normal.,,*0.991,0.009
1151,1:normal.,1:normal.,,*0.994,0.006
1152,1:normal.,1:normal.,,*0.991,0.009
1153,1:normal.,1:normal.,,*1,0
1154,1:normal.,1:normal.,,*0.99,0.01
1155,1:normal.,1:normal.,,*0.991,0.009
1156,1:normal.,1:normal.,,*1,0
1157,1:normal.,1:normal.,,*0.994,0.006
1158,1:normal.,1:normal.,,*1,0
1159,1:normal.,1:normal.,,*0.99,0.01
1160,1:normal.,1:normal.,,*0.992,0.008
1161,1:normal.,1:normal.,,*0.99,0.01
1162,1:normal.,1:normal.,,*1,0
1163,1:normal.,1:normal.,,*0.99,0.01
1164,1:normal.,1:normal.,,*0.99,0.01
1165,1:normal.,1:normal.,,*0.99,0.01
1166,1:normal.,1:normal.,,*1,0
1167,1:normal.,1:normal.,,*0.992,0.008
1168,1:normal.,1:normal.,,*1,0
1169,1:normal.,1:normal.,,*0.991,0.009
1170,1:normal.,1:normal.,,*1,0
1171,1:normal.,1:normal.,,*0.991,0.009
1172,1:normal.,1:normal.,,*1,0
1173,1:normal.,1:normal.,,*1,0
1174,1:normal.,1:normal.,,*0.992,0.008
1175,1:normal.,1:normal.,,*0.992,0.008
1176,1:normal.,1:normal.,,*0.999,0.001
1177,1:normal.,1:normal.,,*0.99,0.01
1178,1:normal.,1:normal.,,*1,0
1179,1:normal.,1:normal.,,*0.991,0.009
1180,1:normal.,1:normal.,,*0.991,0.009
1181,1:normal.,1:normal.,,*0.993,0.007
1182,1:normal.,1:normal.,,*1,0
1183,1:normal.,1:normal.,,*1,0
1184,1:normal.,1:normal.,,*0.99,0.01
1185,1:normal.,1:normal.,,*0.99,0.01
1186,1:normal.,1:normal.,,*1,0
1187,1:normal.,1:normal.,,*0.993,0.007
1188,1:normal.,1:normal.,,*0.991,0.009
1189,1:normal.,1:normal.,,*0.994,0.006
1190,1:normal.,1:normal.,,*0.997,0.003
1191,1:normal.,1:normal.,,*0.991,0.009
1192,1:normal.,1:normal.,,*1,0
1193,1:normal.,1:normal.,,*1,0
1194,1:normal.,1:normal.,,*0.99,0.01
1195,1:normal.,1:normal.,,*0.991,0.009
1196,1:normal.,1:normal.,,*0.991,0.009
1197,1:normal.,1:normal.,,*0.992,0.008
1198,1:normal.,1:normal.,,*0.999,0.001
1199,1:normal.,1:normal.,,*1,0
1200,1:normal.,1:normal.,,*1,0
1201,1:normal.,1:normal.,,*0.991,0.009
1202,1:normal.,1:normal.,,*0.991,0.009
1203,1:normal.,1:normal.,,*0.994,0.006
1204,1:normal.,1:normal.,,*0.991,0.009
1205,1:normal.,1:normal.,,*0.993,0.007
1206,1:normal.,1:normal.,,*1,0
1207,1:normal.,1:normal.,,*1,0
1208,1:normal.,1:normal.,,*1,0
1209,1:normal.,1:normal.,,*1,0
1210,1:normal.,1:normal.,,*0.99,0.01
1211,1:normal.,1:normal.,,*1,0
1212,1:normal.,1:normal.,,*0.997,0.003
1213,1:normal.,1:normal.,,*0.994,0.006
1214,1:normal.,1:normal.,,*0.992,0.008
1215,1:normal.,1:normal.,,*1,0
1216,1:normal.,1:normal.,,*0.99,0.01
1217,1:normal.,1:normal.,,*0.992,0.008
1218,1:normal.,1:normal.,,*0.99,0.01
1219,1:normal.,1:normal.,,*0.991,0.009
1220,1:normal.,1:normal.,,*0.992,0.008
1221,1:normal.,1:normal.,,*0.998,0.002
1222,1:normal.,1:normal.,,*0.993,0.007
1223,1:normal.,1:normal.,,*0.991,0.009
1224,1:normal.,1:normal.,,*1,0
1225,1:normal.,1:normal.,,*0.991,0.009
1226,1:normal.,1:normal.,,*0.989,0.011
1227,1:normal.,1:normal.,,*0.992,0.008
1228,1:normal.,1:normal.,,*0.99,0.01
1229,1:normal.,1:normal.,,*0.993,0.007
1230,1:normal.,1:normal.,,*1,0
1231,1:normal.,1:normal.,,*0.995,0.005
1232,1:normal.,1:normal.,,*0.99,0.01
1233,1:normal.,1:normal.,,*0.991,0.009
1234,1:normal.,1:normal.,,*1,0
